"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"ASN00009021","PERTH AIRPORT, AS","2014-05-27","0.4","19.6","13.7"
"ASN00009021","PERTH AIRPORT, AS","2014-05-28","12.8","19.2","10.6"
"ASN00009021","PERTH AIRPORT, AS","2014-05-29","0.0","20.3","8.0"
"ASN00009021","PERTH AIRPORT, AS","2014-05-30","0.0","18.2","6.2"
"ASN00009021","PERTH AIRPORT, AS","2014-05-31","0.0","16.7","9.4"
"ASN00009021","PERTH AIRPORT, AS","2014-06-01","1.2","21.4","9.1"
"ASN00009021","PERTH AIRPORT, AS","2014-06-02","1.6","21.9","12.5"
"ASN00009021","PERTH AIRPORT, AS","2014-06-03","0.0","22.3","9.6"
"ASN00009021","PERTH AIRPORT, AS","2014-06-04","0.0","23.2","8.0"
"ASN00009021","PERTH AIRPORT, AS","2014-06-05","0.0","24.9","10.8"
"ASN00009021","PERTH AIRPORT, AS","2014-06-06","0.0","23.6","11.6"
"ASN00009021","PERTH AIRPORT, AS","2014-06-07","0.0","20.6","13.0"
"ASN00009021","PERTH AIRPORT, AS","2014-06-08","0.0","20.0","14.4"
"ASN00009021","PERTH AIRPORT, AS","2014-06-09","0.2","23.7","14.1"
"ASN00009021","PERTH AIRPORT, AS","2014-06-10","8.6","17.8","14.2"
"ASN00009021","PERTH AIRPORT, AS","2014-06-11","0.0","17.8","3.1"
"ASN00009021","PERTH AIRPORT, AS","2014-06-12","0.0","18.5","3.7"
"ASN00009021","PERTH AIRPORT, AS","2014-06-13","0.0","17.5","1.9"
"ASN00009021","PERTH AIRPORT, AS","2014-06-14","0.0","18.2","1.0"
"ASN00009021","PERTH AIRPORT, AS","2014-06-15","0.0","19.8","3.8"
"ASN00009021","PERTH AIRPORT, AS","2014-06-16","0.0","21.7","7.3"
"ASN00009021","PERTH AIRPORT, AS","2014-06-17","0.0","18.3","6.4"
"ASN00009021","PERTH AIRPORT, AS","2014-06-18","47.2","18.0","10.7"
"ASN00009021","PERTH AIRPORT, AS","2014-06-19","3.8","17.8","9.2"
"ASN00009021","PERTH AIRPORT, AS","2014-06-20","7.8","19.7","11.9"
"ASN00009021","PERTH AIRPORT, AS","2014-06-21","0.2","19.5","9.1"
"ASN00009021","PERTH AIRPORT, AS","2014-06-22","18.0","16.3","6.0"
"ASN00009021","PERTH AIRPORT, AS","2014-06-23","1.8","16.0","1.3"
"ASN00009021","PERTH AIRPORT, AS","2014-06-24","0.0","17.8","3.9"
"ASN00009021","PERTH AIRPORT, AS","2014-06-25","0.0","19.9","2.9"
"ASN00009021","PERTH AIRPORT, AS","2014-06-26","0.0","20.0","5.1"
"ASN00009021","PERTH AIRPORT, AS","2014-06-27","1.8","17.6","2.9"
"ASN00009021","PERTH AIRPORT, AS","2014-06-28","0.0","15.5","4.9"
"ASN00009021","PERTH AIRPORT, AS","2014-06-29","0.0","16.7","3.2"
"ASN00009021","PERTH AIRPORT, AS","2014-06-30","0.0","21.9","9.6"
